"","ID","Description_F","nsig","signsum","meanp","meanprank","setSize_F","enrichmentScore_FucoVsCtrl_F","NES_FucoVsCtrl_F","pvalue_FucoVsCtrl_F","p.adjust_FucoVsCtrl_F","qvalue_FucoVsCtrl_F","rank_FucoVsCtrl_F","leading_edge_FucoVsCtrl_F","core_enrichment_FucoVsCtrl_F","Description_M","setSize_M","enrichmentScore_FucoVsCtrl_M","NES_FucoVsCtrl_M","pvalue_FucoVsCtrl_M","p.adjust_FucoVsCtrl_M","qvalue_FucoVsCtrl_M","rank_FucoVsCtrl_M","leading_edge_FucoVsCtrl_M","core_enrichment_FucoVsCtrl_M"
"11","GO:0000075","cell cycle checkpoint signaling",0,0,0.0657981932825899,3963.25,164,0.222725687787449,0.883144122984777,0.708860759493671,0.916542744187733,0.853070254978057,2726,"tags=23%, list=22%, signal=18%","Ier3/Tex14/Ppp1r10/Mrnip/Muc1/Dtl/Cdt1/Ccnb1/E2f1/Cdkn1a/Chek1/Plk3/Spdl1/Setmar/Cdk1/Sde2/Cry1/Khdc3/Birc5/Cdc6/Clspn/Orc1/Syf2/Mdm2/Foxo4/Aurka/Usp44/Brd4/Cradd/Ercc6/Ints7/Trex1/Usp28/Mad2l1bp/Rpa2/Nabp1/Rps27l/Fancd2","cell cycle checkpoint signaling",163,-0.262116898433176,-0.9691499280395,0.572895277207392,0.805843838739234,0.686773735471331,2570,"tags=25%, list=20%, signal=20%","Spdl1/Mad2l1bp/Tipin/Zfp207/Aurkb/E2f1/Orc1/Setmar/Ticrr/Rps6/Rhno1/Rps27l/Zwilch/Brd4/Ccnb1/Chek2/Foxn3/Clspn/Cenpe/Rpl26/Lcmt1/Hmga2/Ccng1/Map3k20/Bub1b/Zwint/Ttk/Ccnd1/Ptpn11/Rpl24/Fancd2/Kntc1/D7Ertd443e/Rbm38/Birc5/Foxo4/Cul4a/Stil/Bub1/Fzr1"
"12","GO:0000076","DNA replication checkpoint signaling",0,0,0.0404538059324957,4241.75,16,-0.322102472211405,-0.915109812205732,0.584541062801932,0.861536745845879,0.801873536299766,2778,"tags=50%, list=22%, signal=39%","Zfp830/Rad9a/Hus1/Hus1b/Tipin/Nae1/Ticrr/Dna2","DNA replication checkpoint signaling",16,0.217337410240165,0.695643168304354,0.879432624113475,0.963426488456865,0.821072243183901,1313,"tags=19%, list=10%, signal=17%","Hus1b/Rad9b/Cdt1"
"13","GO:0000077","DNA damage checkpoint signaling",0,0,0.0436613066975348,4163.75,105,0.24251099096755,0.899670979056477,0.640540540540541,0.891133931971005,0.829421055795727,2726,"tags=23%, list=22%, signal=18%","Ier3/Ppp1r10/Mrnip/Muc1/Dtl/E2f1/Cdkn1a/Chek1/Cdk1/Sde2/Cry1/Clspn/Syf2/Mdm2/Foxo4/Brd4/Cradd/Ercc6/Ints7/Trex1/Usp28/Rpa2/Rps27l/Fancd2","DNA damage checkpoint signaling",105,-0.233349231585819,-0.834081146271727,0.772967265047518,0.917771159027397,0.782162866913797,2274,"tags=18%, list=18%, signal=15%","Ticrr/Rhno1/Rps27l/Brd4/Chek2/Foxn3/Clspn/Rpl26/Hmga2/Ccng1/Map3k20/Ccnd1/Ptpn11/Fancd2/D7Ertd443e/Rbm38/Foxo4/Cul4a/Fzr1"
"14","GO:0000079","regulation of cyclin-dependent protein serine/threonine kina",0,0,0.655085447656746,1050.25,59,0.345458570426961,1.1825316029415,0.213662790697674,0.649299260410372,0.604333937667271,1215,"tags=20%, list=10%, signal=18%","Hexim1/Tnfaip3/Ccno/Cdk5rap1/Ccnb2/Ccnb1/Cdkn1a/Ccnd2/Cdk5r1/Rgcc/Pim1/Mapre3","regulation of cyclin-dependent protein serine/threonine kina",60,-0.485419008671011,-1.61466604665738,0.00509663228691749,0.0754022310941218,0.0642609267726122,2230,"tags=33%, list=18%, signal=28%","Ccnd3/Hexim2/Ccnb1/Cdkn2d/Pim1/Ccng1/Ccne2/Casp3/Ccnd1/Cdkn2b/Src/Actb/Ccnb2/Psrc1/Fbxo7/Ccni/Stil/Psmd10/Cdkn2c/Ccna2"
"15","GO:0000082","G1/S transition of mitotic cell cycle",0,0,0.134046511949074,3038,165,0.249408357970135,0.986885714282332,0.478980891719745,0.824437866707699,0.767343831617138,3075,"tags=28%, list=25%, signal=22%","Myc/Hyal1/Lsm10/Camk2b/Iqgap3/Nasp/Klf11/Muc1/Plk2/Mepce/Camk2d/Rrm1/Ddx3x/E2f1/Cdkn1a/Cdc25a/Plk3/Ccnd2/Nfatc1/Rgcc/Sde2/Cacul1/Cdk2/Id2/Appl1/Cul4b/Mdm2/Rhou/Dbf4/Brd4/Cradd/Rrm2/Trex1/Pole/Rpl17/Rpa2/Pim2/Larp7/Rps27l/Tert/Rptor/Cdkn2c/Mnat1/Dlg1/Anxa1/Psme3/Ccne1","G1/S transition of mitotic cell cycle",166,-0.28721653181739,-1.06346879668564,0.36577868852459,0.654258005310628,0.557585964759857,2289,"tags=21%, list=18%, signal=17%","Bid/Ccnd3/Rps6/Rps27l/Brd4/Psme1/Prmt2/Ctdspl/Rhou/Rpl26/Cdkn2d/Ezh2/Rpl17/Fgf10/Eif4ebp1/Lsm10/Ccne2/Hacd1/Fhl1/Ccnd1/Phf8/Rb1/Cdkn2b/Itgb1/Iqgap3/Taf10/Nacc2/Kif14/Rbm38/Rrm2/Fbxo7/Cul4a/Stil/Psme3/Cdkn2c"
"16","GO:0000083","regulation of transcription involved in G1/S transition of m",0,0,0.0320684085833706,4445.5,14,0.355322544942799,0.89195143782917,0.602058319039451,0.868908794669144,0.808735055426128,913,"tags=14%, list=7%, signal=13%","Klf11/E2f1","regulation of transcription involved in G1/S transition of m",14,-0.217026671839338,-0.542206451834697,0.966569767441861,0.992862230204688,0.846158610225126,3505,"tags=43%, list=28%, signal=31%","Cdk16/Bach1/E2f4/E2f1/Brd4/Rb1"
"17","GO:0000086","G2/M transition of mitotic cell cycle",0,0,0.108235675001347,3289.75,120,0.254833512935922,0.965334328299036,0.515312916111851,0.840546066959378,0.782336505535598,2254,"tags=22%, list=18%, signal=18%","Ier3/Hspa2/Mrnip/Dtl/Ccnb1/Camk2d/Rrm1/Cdkn1a/Chek1/Lmnb1/Cdc25a/Fbxl15/Cdk1/Cdk2/Rad51b/Cdc25b/Fbxl22/Birc5/Cdc6/App/Clspn/Calm1/Orc1/Syf2/Foxo4/Brd4","G2/M transition of mitotic cell cycle",121,-0.281658880096558,-1.01702544523338,0.44794952681388,0.722715101522245,0.615927957866521,2424,"tags=21%, list=19%, signal=18%","Calm2/Orc1/Ticrr/Brd4/Mta3/Ccnb1/Chek2/Foxn3/Clspn/Prkcq/Hmga2/Ccng1/Rab11a/Hacd1/Fhl1/Ccnd1/Calm3/D7Ertd443e/Kif14/Cenpf/Cdc25b/Cdc25c/Birc5/Foxo4/Fzr1/Ccna2"
"18","GO:0000096","sulfur amino acid metabolic process",0,0,0.274883940600638,1942.5,24,0.546990072136698,1.55135565673654,0.0346758914252044,0.377178936895723,0.351058511902945,1110,"tags=29%, list=9%, signal=27%","Slc7a11/Ggt1/Cdo1/Cacna1a/Apip/Tst/Gnmt","sulfur amino acid metabolic process",24,-0.357969578062519,-1.00619735635945,0.476127320954907,0.747626499900116,0.637158490753081,124,"tags=33%, list=1%, signal=33%","Tst/Apip/Gclc/Mtr/Comt/Mthfd2l/Mpst/Gclm"
"19","GO:0000097","sulfur amino acid biosynthetic process",0,2,0.0280993296780145,4499.75,12,0.359034626443525,0.865607468804783,0.637992831541219,0.890240982356417,0.828589944797108,816,"tags=17%, list=7%, signal=16%","Ggt1/Apip","sulfur amino acid biosynthetic process",12,0.190882864554694,0.540266119745587,0.95679012345679,0.986946832219038,0.841117261298565,3342,"tags=33%, list=27%, signal=24%","Mtap/Cbs/Adi1/Mtrr"
"20","GO:0000132","establishment of mitotic spindle orientation",0,-2,0.0736265854296204,3589,25,-0.328785048822263,-1.04746209582627,0.399509803921569,0.780715139634522,0.726648994230469,3421,"tags=40%, list=28%, signal=29%","Ndel1/Pafah1b1/Ubxn2b/Cenpa/Nsfl1c/Itgb1/Nde1/Dynlt1b/Spry1/Eya1","establishment of mitotic spindle orientation",27,-0.271633418068885,-0.778613255415605,0.763157894736842,0.912544869703044,0.777708805134836,3347,"tags=37%, list=27%, signal=27%","Pafah1b1/Mad2l1/Mcph1/Spdl1/Fbxw11/Spry1/Dynlt1b/Fgf10/Gpsm2/Itgb1"
"21","GO:0000154","rRNA modification",0,2,0.113519837427372,3916,30,0.17494593620792,0.526214449064759,0.980099502487562,1,0.930747922437673,3131,"tags=33%, list=25%, signal=25%","Nop10/Mrm2/Nop2/Fbl/Gar1/Rpusd1/Mrm3/Trmt112/Nat10/Mettl15","rRNA modification",30,0.284706617446613,1.09382293278524,0.294642857142857,0.592871160521704,0.505269534853975,5374,"tags=60%, list=43%, signal=34%","Mrm3/Mettl16/Fdxacb1/Nsun4/Rpusd1/Bud23/Nat10/Nop2/Ftsj3/Tfb1m/Rpusd2/Mrm2/Zcchc4/Emg1/Nsun5/Rpusd4/Tsr3/Trmt112"
"22","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediate",0,2,0.00492336231230491,5112.25,36,0.190702318192633,0.593159281989018,0.971061093247588,1,0.930747922437673,4337,"tags=39%, list=35%, signal=25%","Magoh/Eif3e/Etf1/Hnrnpab/Smg7/Pabpc1/Smg1/Pnrc2/Eif4a3/Smg6/Smg5/Gspt1/Syncrip/Upf2","nuclear-transcribed mRNA catabolic process, nonsense-mediate",38,0.176124584349779,0.719404194055997,0.920792079207921,0.977582177761082,0.833136312119191,3683,"tags=37%, list=29%, signal=26%","Smg1/Helz2/Pym1/Ncbp1/Syncrip/Nbas/Secisbp2/Smg9/Dcp1a/Dcp1b/Hnrnpab/Exosc10/Upf3b/Smg8"
"23","GO:0000209","protein polyubiquitination",1,-2,0.697700836665519,2623.75,215,-0.173922625406769,-0.836763997565354,0.935483870967742,0.998747074386893,0.929581764526305,4194,"tags=36%, list=34%, signal=24%","Trim3/Map3k1/Cdc27/Prpf19/Tnks2/Ube2q2/Fbxl17/Mgrn1/Stub1/Rnf111/Fbxo22/Rnf34/Wwp1/Skp1/Trim56/Ube2j1/Rnf135/Anapc2/Rc3h2/Rnf19b/Cdc16/Itch/Hace1/Rnf115/Cul1/Ppil2/Hecw2/Trim21/Rbck1/Ctnnb1/Plaa/Rnf125/Trim14/Fbxo28/Arel1/Cbl/Ankib1/Otub2/Peli1/Trim12c/Birc2/Chfr/Rnf8/Smurf2/Ube2e1/Trim12a/Ddb2/Traf3/Amfr/Ercc8/Rnf114/Traf3ip2/Ube2d1/G2e3/Trim27/Ube2k/Irf2bp1/Rnf166/Trim32/Trim5/Traf2/Marchf6/Nedd4/Ube2t/Ube2v2/Anapc11/Bfar/Klhl20/Dzip3/Trim34a/Nhlrc3/Ube2w/Trim34b/Rnf180/Klhl42/Rnf144b/D7Ertd443e/Rnf41","protein polyubiquitination",215,-0.390464325666453,-1.46378376221473,0.00183520318297146,0.0402849479188858,0.0343325131191752,2206,"tags=24%, list=18%, signal=20%","Fbxw11/Otub1/Zfp91/Wwp2/Ctnnb1/Cdc34/Ube3b/Ube2k/Ankib1/Marchf6/Arel1/Arih1/Peli2/Ube2s/Nedd4/Ube2j1/Trip12/Rnf19b/Trim56/Rnf5/Ube2l3/Rnf144b/Hace1/Ppia/Amfr/Rnf180/Prkn/Rnf187/Rnf14/Anapc13/Spop/Rnf20/Ube2v1/D7Ertd443e/Bard1/Rnf115/Gabarap/Skp1/Dtx3l/Rnf114/Ube2l6/Ube2e3/Ifi27/Ube2r2/Marchf8/Marchf5/Ube2o/Trim58/Ube2c/Ube2b/Ube2h/Nhlrc4"
"24","GO:0000212","meiotic spindle organization",0,0,0.187796571831813,2952.25,16,0.318267997022325,0.824834021545856,0.681972789115646,0.906328613730433,0.843563474275417,2223,"tags=25%, list=18%, signal=21%","Ccnb2/Espl1/Ppp2r1a/Aurka","meiotic spindle organization",16,-0.505890104927049,-1.31592106666775,0.1625,0.464644889685819,0.395989757837505,1752,"tags=38%, list=14%, signal=32%","Cenpe/Septin1/Aspm/Myh9/Espl1/Ccnb2"
"25","GO:0000226","microtubule cytoskeleton organization",0,0,0.641800274105155,2241,485,0.207770353818772,0.906635835848183,0.726373626373626,0.924890046543405,0.860839489303557,2012,"tags=17%, list=16%, signal=15%","Hspa1a/Hepacam2/Hspa1b/Togaram2/BC034090/Phldb1/Cc2d2a/Odad4/Nek2/Tppp/Zmynd10/Dnah1/Camsap3/Dnah17/Plk2/Ccnb2/Stmn1/Nckap5l/Sac3d1/Ccnb1/Mybl2/Armc2/Tbc1d32/Chek1/Foxj1/Plk3/Ppp1r35/Ska3/Prkcz/Spry2/Dnaaf3/Efhc1/Spdl1/Cltc/Crmp1/Cdk5r1/Pard3/Trim46/Chmp2a/Nup62/Dnal1/Mapre3/Npm1/Lrrc49/Kif18a/Hook2/Cep295nl/Tuba1b/Pclaf/Mapt/Cdk2/Gpsm2/Ccdc8/Wee1/Ttl/Haus2/Khdc3/Bbs2/Odad1/Cep57/Kif20a/Birc5/Tacc3/Kpnb1/Sbds/Tubd1/Rassf1/Clasp1/Rbm14/Cep19/Espl1/Ppp2r1a/Cep63/Ckap2/Spef1/Tppp3/Cul7/Mid1/Wdr62/Ninl/Arhgef2/Dvl1/Tubb5","microtubule cytoskeleton organization",492,-0.342107729753209,-1.30960955060617,0.00308934683606038,0.0562742021194696,0.0479592225470411,2570,"tags=27%, list=20%, signal=23%","Zfp207/Mns1/Aurkb/Mapre1/Pla2g3/Kif23/Fbxw5/Ccnf/Tuba1b/Bcas3/Kif3a/Ttc12/Tpgs1/Sbds/Ooep/Gsk3b/Tubb5/Chmp2a/Camsap1/Met/Dlgap5/Fbxw11/Cep70/Ckap2/Pdcd6ip/Cep126/Map7/Ctnnb1/Clip2/Ptk2/Katnal1/Spry1/Mark3/Cep20/Ccnb1/Mybl2/Chek2/Chmp1a/Cnp/Fer/Spag17/Dzip1/Efna5/Mid1ip1/Inpp5j/Incenp/Chmp1b/Katna1/Nav1/Cntln/Cenpe/Septin1/Neurl1a/Prc1/Gas2l3/Kif18a/Dctn2/Aspm/Dynlt1b/Prkaa2/Kif18b/Pclaf/Capzb/Myh9/Fgf10/Rab11a/Rhoa/Tubb4b/Bicd2/Chmp5/Mzt1/Cenph/Pard3b/Bicd1/Jhy/Tacc1/Gpsm2/Kif2a/Tubb2b/Mapre2/Trim37/Ttll11/Lmna/Gapdh/Flna/Spc25/Cetn2/Map1a/Tuba8/Cdc42bpa/Cfl1/Itgb1/Ralbp1/Ptpa/Tuba1c/Kif4/Spef1/Rac1/Kifc1/Ssx2ip/Kif11/Gas2l1/Espl1/D7Ertd443e/Vcp/Nuf2/Ninl/Ttll1/Slc16a1/Tubb1/Tpx2/Tuba1a/Spag5/Tuba4a/Chmp4b/Ccnb2/Birc5/Psrc1/Gabarap/Tubb2a/Tbcel/Ttll7/Stil/Cript/Gadd45a/Atf5/Snca/Azin1/Spire1/Ranbp10/Ube2b/Cep76/Chp1/Gda/Nusap1"
"26","GO:0000245","spliceosomal complex assembly",0,2,0.502434257449331,2059.75,40,0.285006076413427,0.906114776439836,0.591054313099042,0.863418537298115,0.803625009784395,4132,"tags=40%, list=33%, signal=27%","Celf4/Snrpc/Celf3/Puf60/Srsf6/Isy1/Usp39/Luc7l2/Gemin6/Crnkl1/Prpf39/Ythdc1/Sf3b1/Sf3a3/Slu7/Srsf10","spliceosomal complex assembly",40,0.396538420390513,1.63279454544584,0.00996436058880416,0.11452758856452,0.0976051885388076,5259,"tags=68%, list=42%, signal=39%","Prpf39/Celf4/Ptbp2/Srpk3/Rbmx/Ncbp1/Srpk1/Khdc4/Psip1/Srsf10/Gcfc2/Sf3b1/Ythdc1/Setx/Ddx39b/Luc7l3/Isy1/Sfswap/Celf3/Scaf11/Sf3a2/Usp39/Luc7l/Gemin2/Srpk2/Prpf19/Srsf6"
"27","GO:0000266","mitochondrial fission",0,-2,0.423869154417547,1234.5,41,-0.33843784927969,-1.22052207353253,0.193989071038251,0.635822952828262,0.591790892383092,1870,"tags=39%, list=15%, signal=33%","Vps35/Mtfr1/Lpin1/Spire1/Dnm1l/Slc25a46/Mfn2/Mtfr1l/Bnip3/Mief1/Ggnbp1/4930550C14Rik/Dhodh/Inf2/Kdr/Ppargc1a","mitochondrial fission",41,-0.467472289008452,-1.45831226064622,0.0356265356265356,0.223318904910259,0.190321686601881,1398,"tags=44%, list=11%, signal=39%","Mfn2/Vps35/Aurka/Dnm1l/Mcu/4930550C14Rik/Mtfr1l/Bnip3/Inf2/Mtfr1/Prkn/Ralbp1/Kdr/Mff/Fis1/Spire1/Marchf5/Pink1"
"28","GO:0000271","polysaccharide biosynthetic process",0,0,0.123323034792658,2952.5,47,-0.294602225382903,-1.09397944603338,0.300578034682081,0.719235553602947,0.669426997259252,587,"tags=34%, list=5%, signal=33%","Akt2/Hs2st1/Ppp1ca/Enpp1/Ppp1r3f/B3gnt3/Gfpt1/Ppp1r3b/Gbe1/Acadm/Dyrk2/Has3/B3gnt8/Csgalnact1/Pdgfb/Ppp1r3e","polysaccharide biosynthetic process",49,0.223617909081967,0.947103173466805,0.546583850931677,0.787921194615872,0.671499310499141,1427,"tags=20%, list=11%, signal=18%","Gys1/Nr1d1/Prkag3/Ppp1r3f/B3gnt6/Has3/Dyrk2/Enpp1/Epm2aip1/Irs2"
"29","GO:0000272","polysaccharide catabolic process",0,-2,0.333791712020586,2742,17,-0.252315323067632,-0.73262902427056,0.829787234042553,0.960643258947701,0.894116717469328,2802,"tags=35%, list=23%, signal=27%","Ppp1ca/Agl/Ppp1r3b/Pygb/Hmgb1/Ppp1r3e","polysaccharide catabolic process",17,-0.585950408840554,-1.55462502099362,0.0365358592692828,0.223797090637822,0.190729216426619,2707,"tags=59%, list=22%, signal=46%","Ppp1r3e/Aoah/Pfkm/Hmgb1/Pygm/Ppp1r3d/Pygb/Chil3/Ppp1ca/Ppp1cb"
