"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comp","Sign"
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis",181,0.436104214322488,1.74302022431415,7.02275574034893e-05,0.0253521482226596,0.0235964592875724,1578,"tags=26%, list=13%, signal=23%","Rgma/Islr2/Robo1/Kif26b/Cpne5/Nrp2/Sema6c/Sema3b/Slit1/Tbx2/Cpne9/Wnt11/Sema6b/Tnr/Esr1/Tnfrsf12a/Rasal1/Wnt3/Dbn1/Nrg1/Ryk/Rnd2/Hsp90ab1/Plxna1/Aatk/Vegfa/Afdn/Plxna3/Cntf/Tnn/Ntrk3/Ptprs/Prkcz/Shtn1/Spry2/Cdk5r1/Trim46/Tnc/Trim28/Olfm1/Sema5a/Sema4c/Mapt/Hsp90aa1/Impact/Ttl/Unc13a","FucoVsCtrl","Activated"
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin",170,0.437599550206784,1.73555616757757,6.15158681232035e-05,0.0253521482226596,0.0235964592875724,1522,"tags=26%, list=12%, signal=24%","Cxcl1/Tnf/Il36g/Cxcl2/Il6/Gbp10/Il10/Plscr1/Prdm1/Plscr2/Nfkbia/Cxcl10/Acod1/Trib1/Nlrp3/Tnfaip3/Zfp36/Pycard/Fcgr4/Nr1d1/Cd14/Il1b/Cxcl16/Nfkbil1/Fzd5/Tlr2/Ncl/Gbp6/Dab2ip/Gch1/Cd68/Irgm1/Traf6/Ptpn22/Cd80/Gbp2/Zc3h12a/Cactin/Paf1/Myd88/Cd55b/Cd86/Irak2/Pde4b/Nfkbib","FucoVsCtrl","Activated"
"GO:0071216","GO:0071216","cellular response to biotic stimulus",193,0.429445197874176,1.72877212523319,5.63949911375946e-05,0.0253521482226596,0.0235964592875724,1522,"tags=26%, list=12%, signal=23%","Cxcl1/Tnf/Il36g/Cxcl2/Il6/Gbp10/Il10/Plscr1/Prdm1/Plscr2/Nfkbia/Cxcl10/Acod1/Trib1/Nlrp3/Tnfaip3/Zfp36/Pycard/Fcgr4/Nr1d1/Cd14/Ddit3/Il1b/Cxcl16/Nfkbil1/Bcl2l11/Fzd5/Tlr2/Ncl/Gbp6/Hspa5/Atg10/Dab2ip/Gch1/Cd68/Irgm1/Traf6/Ptpn22/Txnip/Cd80/Gbp2/Zc3h12a/Cactin/Paf1/Myd88/Cd55b/Cd86/Irak2/Pde4b/Nfkbib","FucoVsCtrl","Activated"
"GO:0002237","GO:0002237","response to molecule of bacterial origin",235,0.406840542021479,1.67240902367716,6.72697180423315e-05,0.0253521482226596,0.0235964592875724,1522,"tags=23%, list=12%, signal=21%","Cxcl1/Adm/Tnf/Il36g/Cxcl2/Il6/Gbp10/Il10/Plscr1/Prdm1/Plscr2/Nfkbia/Cxcl10/Acod1/Trib1/Wfdc21/Nlrp3/Tnfaip3/Zfp36/S100a9/Pycard/Fcgr4/Nr1d1/Cd14/Il1b/Ptafr/Cxcl16/Nfkbil1/Fzd5/S100a8/Tlr2/Slpi/Ncl/Gbp6/Il12rb2/Dab2ip/Gch1/Cd68/C5ar1/Tlr9/Irgm1/Traf6/Ptpn22/Cd80/Gbp2/Zc3h12a/Cactin/Dusp10/Paf1/Myd88/Cd55b/Cd86/Irak2/Pde4b/Nfkbib","FucoVsCtrl","Activated"
"GO:0044057","GO:0044057","regulation of system process",343,0.373407687300816,1.59352063623135,6.92801256936951e-05,0.0253521482226596,0.0235964592875724,2261,"tags=30%, list=18%, signal=25%","Adm/Chrm3/Il6/Cacna1e/Nr4a3/Tnni3/Tppp/Il10/Sptbn4/Cux2/S1pr2/Casq1/Fgfbp3/Fabp5/Kit/Grin2c/Adora2b/Tnr/Celf4/Dmd/Rnf207/Adra2a/Scn4a/Bmp10/Grip2/Fcgr4/Tenm4/Dbn1/Nrg1/Tmem25/Arg2/Unc13b/Scn1b/Icam1/Ptafr/Cacna1g/Abat/Baiap2/Tnnt3/Cmya5/Retn/Faah/Afdn/Adora2a/Camk2d/Egr2/Chga/Abcg8/Kcnh6/Selenon/Prkcz/Trip10/Ryr2/Gch1/Apoa2/Ctsc/Ttn/Pard3/Nfatc1/Wdr35/Ada/Wnk3/Zc3h12a/Ccn4/Dmpk/Mybpc3/Cxadr/Slc4a3/Errfi1/Pde4b/Cry1/Eif2ak3/Snx5/Tac4/Kcnj2/Jam2/Scn3b/Sphk1/Corin/Begain/Gaa/Cdk9/Dusp5/Hrh2/Hopx/Cysltr1/App/Ece1/Ryr1/Gls/Npff/Calm1/Pbx3/Dvl1/Epas1/Adrb1/Thra/Mdm2/Pin1/Yy1/Hif1a/Ptger4/Mgll/Gsk3a","FucoVsCtrl","Activated"
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis",16,0.781577381030268,2.02556216891406,9.31590209683693e-05,0.0286590031462906,0.0266743076375447,1043,"tags=38%, list=8%, signal=34%","Adm/Socs3/Il10/Erf/Fzd5/Zfp36l1","FucoVsCtrl","Activated"
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress",45,0.612122673688526,1.99292543277661,9.52653844198026e-05,0.0286590031462906,0.0266743076375447,2656,"tags=53%, list=21%, signal=42%","Jun/Atf3/Ppp1r15a/Ddit3/Cited2/Muc1/Sesn2/Vegfa/Chek1/Egr1/Impact/Dnajb1/Eif2ak3/Cebpb/Creb3l1/Hmox1/Atf6/Epas1/Mapk7/Hif1a/Rbpj/Atf4/Notch1/Nfe2l1","FucoVsCtrl","Activated"
"GO:0032496","GO:0032496","response to lipopolysaccharide",220,0.407501342033438,1.66241042816822,9.21368109713394e-05,0.0286590031462906,0.0266743076375447,1522,"tags=23%, list=12%, signal=21%","Cxcl1/Adm/Tnf/Il36g/Cxcl2/Il6/Gbp10/Il10/Plscr1/Prdm1/Plscr2/Nfkbia/Cxcl10/Acod1/Trib1/Wfdc21/Nlrp3/Tnfaip3/Zfp36/S100a9/Pycard/Fcgr4/Nr1d1/Cd14/Il1b/Ptafr/Cxcl16/Nfkbil1/S100a8/Slpi/Ncl/Gbp6/Il12rb2/Dab2ip/Gch1/Cd68/Irgm1/Traf6/Ptpn22/Cd80/Gbp2/Zc3h12a/Cactin/Dusp10/Paf1/Myd88/Cd55b/Cd86/Irak2/Pde4b/Nfkbib","FucoVsCtrl","Activated"
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide",162,0.443388615342266,1.75066809644826,0.000125064064852019,0.033861095558684,0.0315161443427087,1522,"tags=27%, list=12%, signal=24%","Cxcl1/Tnf/Il36g/Cxcl2/Il6/Gbp10/Il10/Plscr1/Prdm1/Plscr2/Nfkbia/Cxcl10/Acod1/Trib1/Nlrp3/Tnfaip3/Zfp36/Pycard/Fcgr4/Nr1d1/Cd14/Il1b/Cxcl16/Nfkbil1/Ncl/Gbp6/Dab2ip/Gch1/Cd68/Irgm1/Traf6/Ptpn22/Cd80/Gbp2/Zc3h12a/Cactin/Paf1/Myd88/Cd55b/Cd86/Irak2/Pde4b/Nfkbib","FucoVsCtrl","Activated"
"GO:0048588","GO:0048588","developmental cell growth",182,0.423636042542184,1.69618723796618,0.000124125896102455,0.033861095558684,0.0315161443427087,2383,"tags=32%, list=19%, signal=26%","Rgma/Islr2/Cpne5/Nrp2/Sema6c/Sema3b/Slit1/Cpne9/Sema6b/Tnr/Tnfrsf12a/Rasal1/Wnt3/Dbn1/Nrg1/Ryk/Rnd2/Hsp90ab1/Plxna1/Aatk/Vegfa/Afdn/Camk2d/Plxna3/Sorbs2/Cntf/Tnn/Ntrk3/Ptprs/Prkcz/Shtn1/Trip10/Cdk5r1/Trim46/Olfm1/Sema5a/Sema4c/Ccn4/Mapt/Hsp90aa1/Impact/Ttl/Unc13a/Fxn/Sema4g/App/Sema4a/Dvl1/Adrb1/Macf1/Pin1/Yy1/Aurka/Mgll/Gsk3a/C9orf72/Hnrnpk/Ifrd1","FucoVsCtrl","Activated"
"GO:0061484","GO:0061484","hematopoietic stem cell homeostasis",19,-0.697921352577169,-2.08568768253028,0.000154105742774959,0.0379310271421091,0.0353042247084451,1043,"tags=37%, list=8%, signal=34%","Adgrg1/Sox4/Zfp251/Glis2/Myct1/Nbea/P2ry14","FucoVsCtrl","Suppressed"
"GO:0007596","GO:0007596","blood coagulation",122,-0.394117697224273,-1.74222346294967,0.00015048836581963,0.0379310271421091,0.0353042247084451,2997,"tags=46%, list=24%, signal=35%","Ano6/Stxbp3/Apoh/Comp/Anxa5/Bloc1s3/Prkca/F13a1/Prkcq/Gp9/Gata1/F12/F2r/Ceacam1/Thbd/Proz/Bloc1s4/Treml1/Hpse/Hps1/Fermt3/Selp/Ptprj/Gp5/P2rx1/Evl/Sh2b3/C1galt1c1/F2rl1/Vwf/Pf4/Pik3cb/Ubash3b/Alox12/Rap2b/Serpine2/Mpig6b/Pla2g4a/Itgb3/Pdgfa/Cd9/Plek/Gp1ba/Gp6/P2ry12/Pros1/F2rl2/F5/Tspan32/Prkg1/Mmrn1/F2rl3/Enpp4/Pdgfb/P2ry1/Thbs1","FucoVsCtrl","Suppressed"
"GO:1905521","GO:1905521","regulation of macrophage migration",34,-0.582607986559538,-1.99064076988652,0.000168146006380307,0.039587418458668,0.036845907485076,1630,"tags=47%, list=13%, signal=41%","Mapk3/Ptprj/Csf1/P2rx4/Cd81/Cmklr1/Slamf1/Cd9/Ccl5/P2ry12/Stap1/Rarres2/Mst1/Thbs1/Cd200/Ccr7","FucoVsCtrl","Suppressed"
"GO:0071347","GO:0071347","cellular response to interleukin-1",57,0.557441869146312,1.90501602525392,0.000193540300605482,0.043667530324112,0.0406434631271513,2380,"tags=46%, list=19%, signal=37%","Ccl3/Il6/Ccl4/Il1rn/Irf1/Acod1/Hyal1/Pycard/Nr1d1/Il1b/Mapk13/Dab2ip/Traf6/Zc3h12a/Cactin/Myd88/Irak2/Egr1/Usp10/Cebpb/Rps6ka4/Yy1/Hyal3/Mapk11/Il1r1/Ccl9","FucoVsCtrl","Activated"
"GO:0034612","GO:0034612","response to tumor necrosis factor",138,0.44315704462516,1.70263933896678,0.000214362135732188,0.0464308385995919,0.043215406563609,1312,"tags=22%, list=11%, signal=20%","Hspa1a/Tnf/Hspa1b/Ccl3/Il6/Ccl4/Nfkbia/Irf1/Acod1/Wfdc21/Zfp36/Pycard/Dbn1/Nr1d1/Cd14/Cxcl16/Fabp4/Zfp36l2/Smpd3/Zfp36l1/Dab2ip/Gch1/Wdr35/Ripk1/Traf6/Dhx9/Tnfsf13b/Traf1/Zc3h12a/Cactin","FucoVsCtrl","Activated"
"GO:0060252","GO:0060252","positive regulation of glial cell proliferation",20,0.720916387754125,1.98478191114388,0.000236171121836128,0.0491871778747167,0.0457808636174648,1873,"tags=50%, list=15%, signal=42%","Tnf/Il6/Myc/Nrg1/Il1b/E2f1/Etv5/Atxn1/Vim/Gfap","FucoVsCtrl","Activated"
"GO:0060707","GO:0060707","trophoblast giant cell differentiation",10,0.836943493780418,1.94696670845722,0.000245971112802713,0.0493308731787663,0.045914607723173,565,"tags=50%, list=5%, signal=48%","Snai1/Socs3/Prdm1/Sox15/Erf","FucoVsCtrl","Activated"
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion",91,-0.430055818623682,-1.78116989475488,0.000257360965192648,0.0497717723756496,0.0463249737346767,2446,"tags=37%, list=20%, signal=30%","S100a10/Nf1/Cdk6/Coro1c/Itgb1bp1/Plekha2/Dusp22/Mink1/Actg1/Hpse/Ptprj/Csf1/Vcl/Thy1/Dag1/Pik3cb/Ilk/Ptpn11/Itgb3/Rac1/Cd3e/Ccl25/Acer2/Dusp3/Lims1/Gpm6b/Efna5/Arhgap6/Thbs1/Src/Ddr1/Jup/Epha3/Kdr","FucoVsCtrl","Suppressed"
