"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comp","Sign"
"GO:0002262","GO:0002262","myeloid cell homeostasis",168,-0.517663768951806,-1.91909769889141,3.97447078898786e-08,1.95110384186677e-05,1.6628120851153e-05,2265,"tags=33%, list=18%, signal=28%","Lyn/Rps6/Cd44/Maea/Tmod3/Add1/Ccr2/Rps24/Jak2/Sfxn1/Exoc6/Ncapg2/Rps14/Tmem14c/G6pdx/Pik3cb/Gata2/Klf1/Prdx1/Casp3/Sod1/Abcb10/Ptbp3/Gfi1b/Fcer1g/Rb1/Dyrk3/Tal1/B2m/Mpl/Pla2g10/Gas2l1/Mpig6b/Gata1/Tcea1/Zfpm1/Hba-a2/Foxo3/Hba-a1/Sox6/Alas2/Lmo2/Smap1/Dmtn/Trim58/Fech/Cd24a/Rhd/Fam210b/Tspo2/Ank1/Rhag/Trim10/Slc4a1/Epb42/Isg15","FucoVsCtrl","Suppressed"
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process",18,-0.836009715955527,-2.23223262049189,5.9012919495485e-08,2.45130588673553e-05,2.08910513388065e-05,1812,"tags=83%, list=14%, signal=71%","Prdx4/Prdx5/Prdx1/Prdx6/Hbq1a/Prdx3/Hba-a1/Hbb-bt/Hbb-bh1/Gpx1/Snca/Hbq1b/Cat/Prdx2/Hbb-y","FucoVsCtrl","Suppressed"
"GO:0006778","GO:0006778","porphyrin-containing compound metabolic process",37,-0.722654880381523,-2.21069244943983,5.80677477496572e-08,2.45130588673553e-05,2.08910513388065e-05,1747,"tags=57%, list=14%, signal=49%","Tmem14c/Uros/Alad/Abcb10/Tmem14a/Abcb7/Snx3/Eif2ak1/Abcb6/Slc25a39/Cpox/Alas2/Hebp1/Hmbs/Urod/Slc6a9/Sptb/Fech/Spta1/Ank1/Blvrb","FucoVsCtrl","Suppressed"
"GO:0097237","GO:0097237","cellular response to toxic substance",35,-0.730485339068208,-2.20524180934386,1.02037917967507e-07,3.93574826446098e-05,3.35420885228526e-05,1610,"tags=54%, list=13%, signal=47%","Pim1/Akr1a1/Prdx1/Sod1/Sod2/Prdx6/Prkn/Esd/Aldh2/Ccs/Abcb6/Abcg2/Aldh1a1/Selenot/Pink1/Gstm5/Cat/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:0048821","GO:0048821","erythrocyte development",39,-0.712264073750969,-2.19231013749909,1.50889280595664e-07,5.43201410144391e-05,4.62938901588943e-05,2361,"tags=59%, list=19%, signal=48%","Sh2b3/Rps6/Maea/Tmod3/G6pdx/Klf1/Abcb10/Ptbp3/Tal1/Pla2g10/Gata1/Hba-a2/Hba-a1/Sox6/Alas2/Dmtn/Trim58/Rhd/Fam210b/Ank1/Rhag/Slc4a1/Epb42","FucoVsCtrl","Suppressed"
"GO:0055072","GO:0055072","iron ion homeostasis",63,-0.63522572824329,-2.12644207303266,1.97643346834882e-07,6.67046295567726e-05,5.68484679185595e-05,2103,"tags=43%, list=17%, signal=36%","Atp6v1a/Slc39a8/Ndfip1/Steap3/Picalm/Atp6v0a2/Atp6ap1/Sod1/Sod2/B2m/Fth1/Abcb7/Atp6v1g1/Tfrc/Atp6v0d1/Eif2ak1/Ftl1/Alas2/Ltf/Iscu/Ncoa4/Slc6a9/Fech/Rhd/Ank1/Rhag/Epb42","FucoVsCtrl","Suppressed"
"GO:1990748","GO:1990748","cellular detoxification",30,-0.746862430920459,-2.19322885936021,2.18303246741479e-07,6.81453360197435e-05,5.80762980659491e-05,1610,"tags=57%, list=13%, signal=50%","Pim1/Akr1a1/Prdx1/Sod1/Sod2/Prdx6/Esd/Aldh2/Ccs/Abcb6/Abcg2/Aldh1a1/Selenot/Gstm5/Cat/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:0030193","GO:0030193","regulation of blood coagulation",43,-0.679308611693738,-2.13051330060859,2.27151120065812e-07,6.81453360197435e-05,5.80762980659491e-05,1445,"tags=47%, list=12%, signal=41%","Abat/Ephb2/Pdgfa/Cd9/Anxa5/Ubash3b/Hpse/Gp1ba/Ptger3/Pros1/Serpine2/Gp5/Alox12/F2r/Prkg1/Thbs1/Tspan8/Dmtn/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:0009611","GO:0009611","response to wounding",327,-0.434898545036583,-1.65507698971373,2.52561433109437e-07,7.17806178311031e-05,6.11744368728232e-05,2415,"tags=34%, list=19%, signal=28%","Arl8b/Tgfb1/Klk8/Smpd1/Sh2b3/Pdcd10/Stxbp1/Chmp2a/C3/Lyn/Syt11/Cd44/Ndufs4/Ndnf/Ptk2/B4galt1/Pecam1/Ccr2/Chmp1a/Jak2/Il1a/Abhd2/Chmp1b/Grn/Map2k2/Rap2b/Myh10/Mustn1/Pik3cb/Fn1/Prkcq/Itgb4/Rtn4/C1galt1c1/Myh9/Abat/Gata2/Ptprj/Fgf10/Prkca/Trem2/Pla2g4a/Ephb2/Chmp5/Ppia/Casp3/Yap1/Sod1/Sod2/Sytl4/P2ry12/Pdgfa/Cd9/Flna/Anxa5/Fcer1g/Plek/Fkbp1b/Itgb1/Ubash3b/Hpse/Pf4/F10/Gp1ba/F11r/Gp6/Ptger3/Fermt3/Pros1/Nlrp6/Mylk/F8/Kdr/Mmrn1/P2ry1/Actg1/F2rl2/Mpig6b/Vwf/F5/Serpine2/F13a1/Gata1/Gp5/Treml1/Alox12/Cnn2/Gp9/Cd151/F2r/Serpinb2/Gnas/Aqp1/Chmp4b/P2rx1/Itgb3/F2rl3/Prkg1/Selp/Fundc2/Fgfr1op2/Gp1bb/Tpm1/Thbs1/Gfap/Gpx1/Tspan8/Dmtn/Cd24a/Prdx2/Cd36/Slc4a1","FucoVsCtrl","Suppressed"
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process",35,-0.715471490601756,-2.15991692109955,3.85252347332472e-07,0.000104018133779767,8.86485927651351e-05,1888,"tags=54%, list=15%, signal=46%","Cyba/Prdx4/Prdx5/Prdx1/Sod1/Sod2/Prdx6/Hbq1a/Prdx3/Hba-a1/Hbb-bt/Hbb-bh1/Gpx1/Snca/Pink1/Hbq1b/Cat/Prdx2/Hbb-y","FucoVsCtrl","Suppressed"
"GO:0010543","GO:0010543","regulation of platelet activation",40,-0.686842925211981,-2.13796386758922,5.88681763819479e-07,0.000145804261661261,0.000124260474070767,1600,"tags=60%, list=13%, signal=53%","Jak2/Prkcq/Abat/Ptprj/Prkca/Pla2g4a/Pdgfa/Cd9/Fcer1g/Plek/Ubash3b/Gp1ba/F11r/Ptger3/Mmrn1/Serpine2/Gp5/Alox12/Gp9/Prkg1/Selp/Fundc2/Gp1bb/Dmtn","FucoVsCtrl","Suppressed"
"GO:0050818","GO:0050818","regulation of coagulation",45,-0.672975950443876,-2.13084175912207,5.94017362323658e-07,0.000145804261661261,0.000124260474070767,1445,"tags=44%, list=12%, signal=39%","Abat/Ephb2/Pdgfa/Cd9/Anxa5/Ubash3b/Hpse/Gp1ba/Ptger3/Pros1/Serpine2/Gp5/Alox12/F2r/Prkg1/Thbs1/Tspan8/Dmtn/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:0033013","GO:0033013","tetrapyrrole metabolic process",49,-0.653998191978846,-2.10581369195341,6.43519908290324e-07,0.000151087282815989,0.000128762885082164,1747,"tags=43%, list=14%, signal=37%","Tmem14c/Uros/Alad/Abcb10/Tmem14a/Abcb7/Snx3/Eif2ak1/Abcb6/Slc25a39/Cpox/Alas2/Hebp1/Hmbs/Urod/Slc6a9/Sptb/Fech/Spta1/Ank1/Blvrb","FucoVsCtrl","Suppressed"
"GO:0042168","GO:0042168","heme metabolic process",32,-0.718213107041284,-2.13584783905269,8.72882721214951e-07,0.000196398612273364,0.000167379090225955,1747,"tags=59%, list=14%, signal=51%","Pgrmc1/Cyb5r4/Tmem14c/Uros/Alad/Abcb10/Tmem14a/Abcb7/Snx3/Abcb6/Slc25a39/Cpox/Alas2/Hebp1/Hmbs/Urod/Slc6a9/Fech/Blvrb","FucoVsCtrl","Suppressed"
"GO:0019058","GO:0019058","viral life cycle",206,-0.47070452291129,-1.76092375180746,9.12090744655237e-07,0.000197011600845531,0.000167901504658219,2568,"tags=34%, list=20%, signal=28%","P4hb/Rab43/4930486L24Rik/Pcbp2/Vamp8/Vapb/Pik3c2g/Arl8b/Gpr15/Cdc42/Smpd1/Ifi204/Eps15/Chmp2a/Trim12c/Rab7/Pdcd6ip/Ifitm2/Nucks1/Ifih1/Chmp1a/Lgals1/Ppib/Tsg101/Fbxl2/Rab5a/Chmp1b/Nedd4/Oas1a/Siglec1/Hmga2/Trim56/Oas1b/Tpcn1/Adarb1/Chmp5/Ppia/Rnasek/Prkn/Bst2/Mavs/Pkn2/Mvb12b/Slpi/Spcs1/Slc3a2/Gsn/Vcp/Agtr1a/Top2a/Snx3/Ifitm3/Chmp4b/Stom/Itgb3/Clec4g/Trim59/Ifi27/Rnasel/Ltf/Pcx/Oasl2/Isg20/Ctsb/Bsg/Rad23a/Trim10/Oas3/Rsad2/Isg15/Oas1e","FucoVsCtrl","Suppressed"
"GO:0006779","GO:0006779","porphyrin-containing compound biosynthetic process",30,-0.728286200856399,-2.13867808509727,1.04617786903727e-06,0.000209235573807453,0.000178319284344286,1747,"tags=60%, list=14%, signal=52%","Tmem14c/Uros/Alad/Abcb10/Tmem14a/Abcb7/Snx3/Abcb6/Slc25a39/Cpox/Alas2/Hmbs/Urod/Slc6a9/Sptb/Fech/Spta1/Ank1","FucoVsCtrl","Suppressed"
"GO:0033014","GO:0033014","tetrapyrrole biosynthetic process",30,-0.728286200856399,-2.13867808509727,1.04617786903727e-06,0.000209235573807453,0.000178319284344286,1747,"tags=60%, list=14%, signal=52%","Tmem14c/Uros/Alad/Abcb10/Tmem14a/Abcb7/Snx3/Abcb6/Slc25a39/Cpox/Alas2/Hmbs/Urod/Slc6a9/Sptb/Fech/Spta1/Ank1","FucoVsCtrl","Suppressed"
"GO:1900046","GO:1900046","regulation of hemostasis",44,-0.673139151954834,-2.12803369414471,1.51874637206014e-06,0.000290518129149821,0.000247591668741329,1445,"tags=45%, list=12%, signal=40%","Abat/Ephb2/Pdgfa/Cd9/Anxa5/Ubash3b/Hpse/Gp1ba/Ptger3/Pros1/Serpine2/Gp5/Alox12/F2r/Prkg1/Thbs1/Tspan8/Dmtn/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:0098754","GO:0098754","detoxification",37,-0.686274044740471,-2.0993988833969,1.56018995284163e-06,0.000290518129149821,0.000247591668741329,1610,"tags=49%, list=13%, signal=43%","Pim1/Akr1a1/Prdx1/Sod1/Sod2/Prdx6/Ralbp1/Esd/Aldh2/Ccs/Abcb6/Abcg2/Aldh1a1/Selenot/Gstm5/Cat/Prdx2/Cd36","FucoVsCtrl","Suppressed"
"GO:0072593","GO:0072593","reactive oxygen species metabolic process",174,-0.475095194528899,-1.76864434819888,1.73212370595865e-06,0.000301724774586345,0.000257142439472027,2750,"tags=37%, list=22%, signal=29%","App/Plau/Birc2/Lcn2/Cd177/Romo1/Prcp/Tgfb1/Park7/Mpv17l/Met/Ndufs4/Ogt/Sh3pxd2b/Cyb5r4/Bnip3/Ndufc2/Cyba/Prdx4/Eif5a/Mmp8/Bcr/Eef1a1/G6pdx/Itgb2/Prdx5/Nqo2/Gnai2/Rhoa/Prdx1/Pon3/Sod1/Sod2/Pdk3/Vdac1/Prdx6/Gstp1/Prkn/Clcn3/Aldh2/Ccs/Abcb7/Cbr1/Tspo/Agtr1a/Hbq1a/Foxo3/Prdx3/Becn1/Hba-a1/Hbb-bt/Hbb-bh1/Thbs1/Gpx1/Gadd45a/Snca/Pink1/Hbq1b/Cat/Nqo1/Prdx2/Cd36/Rfk/Hbb-y","FucoVsCtrl","Suppressed"
"GO:0031589","GO:0031589","cell-substrate adhesion",235,-0.450081017712432,-1.69454343145573,1.69575892018047e-06,0.000301724774586345,0.000257142439472027,2742,"tags=34%, list=22%, signal=27%","Col5a3/Plau/Coro1c/Sorbs1/Unc13d/Calr/P4hb/Efemp2/Mink1/Bcas3/Cdc42/Stk4/Cd63/Gsk3b/Atrn/Ndnf/Ctnnb1/Ptk2/Crkl/B4galt1/Pecam1/Lgals1/Fer/Lamc1/Efna5/Jak2/Arpc2/Actn4/Cass4/Bcr/Arhgap6/Adam9/Pik3cb/Fn1/Itgb2/Vamp3/Itgb4/Itga7/Emilin1/Ninj1/Gpm6b/Ptprj/Lims1/Rhoa/Wdpcp/Itgb5/Angpt1/Hacd1/Ntn4/Rpl29/Ptpn11/Flna/Cfl1/Itgb1/S100a10/Itga6/Rac1/Src/Hpse/Fermt3/Dusp3/Actn1/Parvb/Vcl/Zyx/Kdr/Itga2/Cttn/Ilk/Kif14/Actg1/Vwf/Itga2b/Gp5/Rsu1/Acer2/Micall2/Itgb3/Thbs1/Dmtn/Cd36","FucoVsCtrl","Suppressed"
"GO:0019934","GO:0019934","cGMP-mediated signaling",17,-0.818946126456207,-2.17280186143034,1.79642616630727e-06,0.000303146915564352,0.000258354447338664,986,"tags=59%, list=8%, signal=54%","Pde10a/Pde3a/Gucy1a1/Gucy1b1/Irag1/Aqp1/Prkg1/Thbs1/Rundc3a/Cd36","FucoVsCtrl","Suppressed"
"GO:0034109","GO:0034109","homotypic cell-cell adhesion",61,-0.614137797399655,-2.04867725487806,1.99847003808654e-06,0.00032136935015558,0.00027388436625345,2361,"tags=51%, list=19%, signal=41%","Sh2b3/Stxbp1/Lyn/Lgals1/Jak2/Rap2b/Fn1/Prkcq/Cd99l2/Abat/Prkca/Ppia/P2ry12/Cd9/Tjp2/Plek/Ank3/Ubash3b/Gp1ba/F11r/Ptger3/Fermt3/Mmrn1/Serpine2/Gata1/Alox12/Gnas/Itgb3/Prkg1/Dmtn/Cd24a","FucoVsCtrl","Suppressed"
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process",128,-0.519983062728772,-1.88627306662864,2.03264061537979e-06,0.00032136935015558,0.00027388436625345,2543,"tags=39%, list=20%, signal=31%","Ethe1/Pla2g3/Abhd16a/Park7/Hmgn5/Gsto1/Gamt/Cpt2/Idh1/Aldh9a1/Gss/Lipc/Mgst1/Ggh/Mthfd2l/Lpcat3/Clic1/G6pdx/Sod1/Mboat2/Sod2/Sardh/Gstp1/Cpq/Pcmt1/Ckb/Ptdss2/Tyms/Pla2g10/Gstk1/Slc22a4/Gsta2/Gpx4/Gstp2/Aldh1l1/Hbb-bt/Gpx1/Serinc3/Crat/Slc16a10/Glo1/Gstm5/Chac2/Gclm/Ctsb/Reln/Mthfd2/Hagh/Serinc1/Gstt1","FucoVsCtrl","Suppressed"
"GO:0030099","GO:0030099","myeloid cell differentiation",349,-0.42271895072242,-1.61298649133354,2.08294949174913e-06,0.00032136935015558,0.00027388436625345,2364,"tags=28%, list=19%, signal=23%","Gsk3b/Sh2b3/Cebpe/Tcta/Ifi204/Rab7b/Lyn/Rps6/Maea/Tmod3/Ctnnb1/Nme2/Add1/Ndfip1/Jak2/Sfxn1/Exoc6/Ncapg2/Rps14/Wasf2/Tmem14c/G6pdx/Nme1/Hax1/Tspan2/Ninj1/Ctnnbip1/Atp6ap1/Wdr1/Myh9/Gata2/Snx10/Prkca/Klf1/Trem2/Casp3/Abcb10/Cd81/Ostm1/Dcstamp/Ptbp3/Ptpn11/Gfi1b/Pip4k2a/Tjp2/Fcer1g/Rb1/H4c17/Dyrk3/Ubash3b/Tal1/B2m/Src/Gp1ba/Mpl/Actn1/Pla2g10/Gas2l1/Clec1b/Mpig6b/Gata1/Gp5/Tcea1/Gp9/Tfrc/Zfpm1/Tesc/Gnas/Prtn3/Eif2ak1/Hba-a2/Foxo3/Prdx3/Pithd1/Itgb3/Hba-a1/Gp1bb/Pabpc4/Cul4a/Sox6/Alas2/Lmo2/Smap1/Dmtn/Glo1/Trim58/Fech/Rhd/Fam210b/Tspo2/Ank1/Prxl2a/Rhag/Trim10/Slc4a1/Car2/Epb42/Isg15","FucoVsCtrl","Suppressed"
"GO:0006399","GO:0006399","tRNA metabolic process",147,0.353217132112436,1.8619067522491,2.85126723160451e-06,0.000427690084740677,0.000364495331478799,3783,"tags=50%, list=30%, signal=36%","Dus2/Rpp40/Mocs3/Trmt5/Prorp/Mars2/Osgepl1/Exosc8/Pus10/Tsen15/Tsen34/Alkbh1/Cars2/Yars2/Pusl1/Nsun4/Pus3/Aars2/Trmt12/Wdr4/Trmt10c/Qtrt1/Nsun6/Thada/Gatb/Dtd1/Trmt1/Mtfmt/Trnt1/Rpp30/Elp2/Qrsl1/Tyw3/Pars2/Trmt1l/Osgep/Tars2/Dalrd3/Dus3l/Nat10/Trmu/Ankrd16/Dars2/Trmt6/Dus1l/Exosc2/Elac2/Trmt13/Qtrt2/Mettl1/Exosc7/Ddx1/Bcdin3d/Cdkal1/Gatc/Trmo/Adat2/Tarbp1/Sars2/Thumpd2/Hars2/Wars2/Tprkb/Rpp21/Trmt10a/Tsen2/Nars2/Mto1/Iars2/Pop1/Exosc10/Mettl2/Tsen54/Trmt10b","FucoVsCtrl","Activated"
"GO:0009060","GO:0009060","aerobic respiration",121,-0.519267035411962,-1.8749907253193,3.31254021450746e-06,0.000483451815090278,0.000412017804205594,2396,"tags=37%, list=19%, signal=30%","Park7/Uqcrfs1/Sdhaf2/Mtfr1l/Bid/Ndufa8/Ndufs4/Idh1/Ccnb1/Bnip3/Ndufc2/Ndufa12/Cox5b/Ndufb8/Ogdh/Mdh2/Cox7c/Nipsnap2/Chchd2/Rhoa/Cox7a2l/Ndufb6/Bloc1s1/Mrps36/Ndufa7/Mtfr1/Uqcrb/Uqcrq/Cox5a/Atp5pb/Ndufs6/Uqcr10/Chchd10/Vcp/Ppif/Cox4i1/Ndufb9/Cox7a2/Uqcrh/Cox6a1/Snca/Iscu/Pink1/Cat/Gadd45gip1","FucoVsCtrl","Suppressed"
