"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comp","Sign"
"R-MMU-975957","R-MMU-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",104,-0.627468161273599,-2.22681540242602,1e-10,6.01875e-09,4.03947368421053e-09,3101,"tags=66%, list=25%, signal=50%","68028/100503670/67115/19899/22121/20085/19946/19951/269261/19052/75617/68052/20005/20055/20068/66483/57808/19942/20091/67097/20102/20116/19982/19988/20104/26961/67941/267019/20054/66475/54127/67025/66481/20115/67891/20088/20044/65019/20103/76846/27370/19941/16785/19921/67281/26451/14853/68436/110954/16898/76808/270106/19981/268449/114641/19943/66489/67248/19989/56040/67671/19944/67186/68193/20090/22186/11837/22187/18458","FucoVsCtrl","Suppressed"
"R-MMU-76002","R-MMU-76002","Platelet activation, signaling and aggregation",195,-0.597993695660251,-2.2131846729206,1e-10,6.01875e-09,4.03947368421053e-09,2657,"tags=52%, list=22%, signal=41%","14701/19395/56055/57257/19246/216869/56212/239273/19156/12314/12540/21803/12512/17096/14688/14083/26413/18613/14673/26417/16797/14682/11804/60595/74769/14268/231871/18761/22631/215449/16784/22388/14678/18750/11848/18783/20655/268936/27359/20363/70839/109905/109689/104009/14707/22068/19073/18590/21346/19247/12527/192176/11747/14697/66066/14127/19241/54216/56193/19353/21894/80718/20779/23945/56744/13601/11674/14723/243816/108101/21859/12315/19128/109711/22330/14069/70945/56760/57349/18441/12759/11465/14064/106722/22371/14067/74145/16399/54368/433099/80884/14062/22145/16416/14065/20344/19039/14724/12843/71946/12491","FucoVsCtrl","Suppressed"
"R-MMU-9711123","R-MMU-9711123","Cellular response to chemical stress",142,-0.593252268887326,-2.15613765522256,1e-10,6.01875e-09,4.03947368421053e-09,2523,"tags=39%, list=20%, signal=32%","18453/217365/19166/17135/56637/23997/17708/19172/19182/17978/19186/22166/13057/11652/23797/12867/19173/54683/21762/56551/18477/20463/20655/20656/103554/11758/57296/14870/26442/12858/76650/59035/12460/22186/269523/110323/12857/17992/11757/21402/18412/12868/19185/101488143/228769/67443/22187/14775/12861/53380/19192/26462/66142/12359/21672/233016","FucoVsCtrl","Suppressed"
"R-MMU-109582","R-MMU-109582","Hemostasis",386,-0.528704483820459,-2.01912621881856,1e-10,6.01875e-09,4.03947368421053e-09,2728,"tags=46%, list=22%, signal=37%","19052/20725/13449/12343/11820/18792/19053/14701/19395/56055/68891/57257/19246/71819/216869/72461/16069/22143/56212/239273/17135/16568/319150/19156/12314/12540/21803/12512/319149/16923/19222/57440/17096/19084/13660/14688/12505/14083/26413/17134/18613/14673/26417/16452/16797/14682/11804/209737/60595/271457/108078/229841/74769/14268/16414/228421/231871/18761/22631/215449/16784/70218/16423/12345/319148/12523/22388/14678/14461/18750/16572/11848/227613/18783/20655/11600/268936/53313/27359/20363/319153/70839/109905/109689/104009/16563/73710/14707/22068/19073/18590/21346/69524/19247/12527/192176/11747/14697/66066/14127/23984/18747/15529/53857/242202/19241/54216/56193/16412/20194/22146/16571/19353/21894/80718/20779/23945/17319/56744/13601/100502766/11674/14058/14723/100163/16456/243816/108101/21859/12315/19128/26367/109711/16551/22330/14069/19088/70945/18022/56760/57349/18441/20719/12759/11465/14064/106722/22371/14067/20720/74145/16399/14460/17540/54368/545486/433099/80884/14062/22142/22145/22761/18788/14683/19152/18436/16416/14065/19091/20344/19039/22151/14724/15078/12843/225849/71946/381290/12491","FucoVsCtrl","Suppressed"
"R-MMU-6798695","R-MMU-6798695","Neutrophil degranulation",408,-0.483155536786252,-1.84744643275506,1e-10,6.01875e-09,4.03947368421053e-09,3105,"tags=44%, list=25%, signal=34%","100037258/67075/19170/18725/12306/69981/19877/66681/78892/13200/442827/15516/30960/26365/13040/15439/69116/72042/66713/268379/69077/11772/14569/83409/18600/12283/18792/16819/72065/18648/216197/70450/68891/71517/231507/17395/15289/66508/100040531/240047/227394/667034/73834/22320/19166/19344/72461/56212/67213/70568/20195/19156/13001/13014/12512/12091/23997/381308/70536/22154/15951/12266/27357/53328/14190/67963/19182/12505/19349/69537/74287/26413/18103/15926/54672/14595/110078/18950/18613/68197/64138/13057/15040/100040563/75744/56615/108078/53381/14590/17394/223978/100310872/14824/74012/70495/66612/13010/13627/26458/16414/21648/12469/13629/215449/16784/19340/17025/16423/52588/11980/67771/21762/69660/20932/19271/19330/56455/11848/227613/17105/268373/11984/109154/19325/54473/18746/15039/11758/12267/107767/109905/12331/104009/14870/26442/69550/67474/14127/58222/16783/20619/20568/19353/12010/15442/13033/227753/14319/17319/11674/333883/26367/20813/109754/19346/22330/269523/20527/57349/11487/20719/223646/19345/57437/12798/17064/53378/13830/19152/18436/383295/101488143/20972/433375/17002/13030/12359/12491","FucoVsCtrl","Suppressed"
"R-MMU-5653656","R-MMU-5653656","Vesicle-mediated transport",481,-0.452623298608043,-1.73689545900287,1e-10,6.01875e-09,4.03947368421053e-09,2753,"tags=35%, list=22%, signal=28%","76510/11772/14569/12343/329877/11820/22627/59005/320634/59042/12317/20742/68089/69834/67665/74438/54160/66890/104303/12793/71819/22320/216869/19344/16069/22143/19347/67511/16568/108012/20333/53598/216344/30948/14567/68137/56715/13858/68953/54609/68449/110379/226421/60409/243819/229521/19349/66676/20288/224617/56494/66700/68097/72978/233489/64138/11840/76709/22088/56334/209737/271457/17113/66111/11652/23797/76308/229841/66691/13854/270192/66397/73296/228421/69654/11842/22319/235442/70218/76877/67771/12345/67123/20932/19326/19330/56455/16572/56378/53869/67091/227613/76895/18783/108124/76959/232910/12121/19325/28084/23970/18002/109689/16563/73710/66226/14533/21872/67474/11769/56443/108148/53857/20619/66147/72543/22146/16571/80718/20779/14319/100502766/20661/333883/66251/105522/16551/11461/19346/14069/22186/108800/11607/11465/328561/11777/76954/14067/19345/56447/11773/22042/545486/22142/22145/56367/68328/75608/56486/27059/12848/22151/71648/101488143/16443/93739/67443/11844/14423/22187/20334/20739/12491/74760/328563/11733/626615/245282","FucoVsCtrl","Suppressed"
"R-MMU-72766","R-MMU-72766","Translation",213,-0.521070435369494,-1.93877464407721,1.3214673860054e-10,7.48572407484234e-09,5.02403080499884e-09,3173,"tags=50%, list=26%, signal=38%","20084/64656/67840/68028/107732/100503670/24030/67115/67160/19899/22121/69163/20085/67204/19946/19951/67681/66235/269261/75617/68052/67871/20005/13665/20055/13684/20068/14548/66085/66483/64659/57808/19942/20091/67097/54709/20102/20116/19982/19988/20104/26961/67941/267019/20054/66475/107734/54127/67025/55949/66481/20115/78655/56347/67891/52443/20088/68463/20044/65019/20103/76846/27370/19941/16785/19921/13627/67281/26451/14853/68436/94065/110954/13629/16898/76808/26905/270106/66292/68135/13685/19981/268449/66448/114641/19943/66489/67248/19989/56040/67671/66128/19944/67186/68193/66661/20090/20813/22186/73830/11837/66656/22187/18458/75398/217869/102060","FucoVsCtrl","Suppressed"
"R-MMU-195258","R-MMU-195258","RHO GTPase Effectors",217,-0.506179334720238,-1.88597399652461,5.7453856059531e-10,3.07378129918491e-08,2.06296301874573e-08,2537,"tags=39%, list=21%, signal=31%","68089/20877/67938/13589/11867/22143/56212/12314/12540/110379/66336/17978/102920/12387/14083/26413/68014/54401/68097/26417/13057/76709/16319/242687/76281/229841/101314/77579/233406/13385/228421/22631/67771/17886/68549/18750/56455/16572/56378/11848/227613/12385/26886/12236/329165/52696/208846/16563/73710/22629/192176/66442/18643/56443/53857/109333/22146/19353/20779/60411/404710/12315/208628/11461/50884/66977/381293/11465/12704/17904/545486/22142/67629/22145/98932/108000/12532/22151/56419/12235/83815/19046/225849/245880","FucoVsCtrl","Suppressed"
"R-MMU-199991","R-MMU-199991","Membrane Trafficking",462,-0.436474891474024,-1.67350928893608,6.45078802577376e-10,3.26953098358954e-08,2.19434008189756e-08,2753,"tags=34%, list=22%, signal=28%","76510/11772/14569/12343/329877/11820/22627/59005/320634/59042/20742/68089/69834/67665/74438/54160/66890/104303/12793/71819/22320/216869/19344/22143/19347/67511/16568/108012/20333/53598/216344/30948/14567/68137/56715/13858/68953/54609/68449/110379/226421/60409/243819/229521/19349/66676/224617/56494/66700/68097/72978/233489/64138/11840/76709/22088/56334/209737/271457/17113/66111/11652/23797/76308/229841/66691/13854/270192/66397/73296/228421/69654/11842/22319/235442/70218/76877/67771/12345/67123/20932/19326/19330/56455/16572/56378/53869/67091/227613/76895/18783/108124/76959/232910/12121/19325/28084/23970/18002/109689/16563/73710/66226/14533/21872/67474/11769/56443/108148/53857/20619/66147/72543/22146/16571/80718/20779/14319/100502766/20661/333883/66251/105522/16551/11461/19346/14069/22186/108800/11607/11465/11777/76954/14067/19345/56447/11773/22042/545486/22142/22145/56367/68328/75608/56486/27059/12848/22151/71648/16443/93739/67443/11844/14423/22187/20334/20739/74760/11733","FucoVsCtrl","Suppressed"
"R-MMU-1428517","R-MMU-1428517","The citric acid (TCA) cycle and respiratory electron transport",153,-0.535158929408448,-1.9557047374457,1.16748270800014e-08,5.6214292390207e-07,3.77281254058994e-07,2343,"tags=39%, list=19%, signal=32%","66694/66916/228026/17708/68194/68375/17993/18604/67130/11949/68197/16828/66414/110826/67264/28080/18293/17448/12867/66495/11957/11946/595136/20463/236900/22333/230075/68636/66416/67126/67003/68202/22272/57423/12858/11950/407785/104130/66152/67184/110323/17991/12857/66594/27425/17992/22228/71679/54405/11958/66218/66091/12868/66576/11947/12861/109801/66142/14651","FucoVsCtrl","Suppressed"
"R-MMU-72662","R-MMU-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",57,-0.663387249282886,-2.20448920354565,1.85613576655832e-08,8.51170830093171e-07,5.71261834920705e-07,2892,"tags=68%, list=23%, signal=53%","20085/67204/66235/75617/68052/13665/20055/13684/20068/66085/20091/67097/54709/20102/20116/20104/67941/267019/20054/66475/54127/66481/20115/78655/56347/20088/20044/20103/76846/27370/16785/16898/26905/68135/13685/20090/22186/73830/18458","FucoVsCtrl","Suppressed"
"R-MMU-72695","R-MMU-72695","Formation of the ternary complex, and subsequently, the 43S complex",49,-0.689785562078301,-2.23045036156706,2.22166585156749e-08,9.72483734117953e-07,6.52680781273895e-07,2892,"tags=73%, list=23%, signal=56%","20085/67204/66235/75617/68052/13665/20055/20068/66085/20091/67097/54709/20102/20116/20104/67941/267019/20054/66475/54127/66481/20115/78655/56347/20088/20044/20103/76846/27370/16785/16898/26905/68135/20090/22186/73830","FucoVsCtrl","Suppressed"
"R-MMU-69278","R-MMU-69278","Cell Cycle, Mitotic",460,-0.418772422085252,-1.6050853331253,2.73926632813419e-08,1.14691890173618e-06,7.69752643237708e-07,2768,"tags=32%, list=22%, signal=26%","76478/27373/69077/70385/19052/66156/22627/15270/19053/17216/29870/236266/26445/20877/13555/14211/13589/71819/19166/22143/319155/18392/13001/53598/23997/22154/68953/18968/110379/19172/17096/12445/19182/103583/66336/68121/102920/319161/26413/68014/54392/319187/268697/19186/66700/319178/17215/68097/69386/665596/26417/268930/15267/16452/76044/16319/11652/23797/76308/229841/77891/228421/69654/319181/22218/64898/319164/19173/59001/319179/70024/21762/68549/231506/18750/56455/227613/12448/76789/26886/218914/15366/319192/103554/12236/319183/319158/52696/57296/16563/73710/16905/26442/12443/232440/66442/26370/18747/53857/19645/12579/100041230/22146/20779/19646/665622/60411/68024/208628/19088/22186/105988/66977/78177/545486/665433/72119/22142/67629/22145/78303/108000/12531/12532/75608/12442/319180/21402/22151/19185/71648/228769/30939/12235/83815/19046/22187/242705/225849/56371/53380/19192/12428/68612/225659/71988","FucoVsCtrl","Suppressed"
"R-MMU-163200","R-MMU-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",113,-0.566737124888849,-2.02727586713936,4.35697871211934e-08,1.74823770823789e-06,1.17332672335144e-06,2343,"tags=43%, list=19%, signal=35%","66694/66916/17708/68194/68375/17993/67130/11949/68197/66414/110826/67264/28080/12867/66495/11957/11946/595136/20463/230075/66416/67126/67003/68202/22272/57423/12858/11950/407785/104130/66152/67184/110323/17991/12857/66594/27425/17992/22228/71679/54405/11958/66218/66091/12868/66576/11947/12861/66142","FucoVsCtrl","Suppressed"
"R-MMU-68886","R-MMU-68886","M Phase",348,-0.435731103072405,-1.65967558523902,5.72675890296374e-08,2.20594752942163e-06,1.48051788059778e-06,2797,"tags=33%, list=23%, signal=26%","19384/76478/27373/69077/70385/19052/66156/22627/15270/19053/236266/26445/20877/14211/13589/71819/19166/22143/319155/13001/53598/23997/22154/68953/110379/19172/19182/66336/68121/102920/319161/26413/68014/54392/319187/268697/19186/66700/319178/68097/69386/665596/26417/15267/76044/16319/76308/229841/77891/228421/69654/319181/22218/64898/319164/19173/319179/21762/68549/18750/56455/227613/76789/26886/218914/319192/103554/12236/319183/319158/52696/57296/16563/73710/16905/26442/232440/66442/26370/18747/53857/19645/100041230/22146/665622/60411/68024/208628/19088/22186/105988/66977/78177/545486/665433/22142/67629/22145/78303/108000/75608/12442/319180/22151/19185/228769/30939/12235/83815/22187/225849/53380/19192/68612/225659","FucoVsCtrl","Suppressed"
"R-MMU-72702","R-MMU-72702","Ribosomal scanning and start codon recognition",56,-0.660225585008552,-2.18758957054003,6.18549431928667e-08,2.29101193441272e-06,1.53760870932875e-06,2892,"tags=68%, list=23%, signal=52%","20085/67204/66235/75617/68052/13665/20055/13684/20068/66085/20091/67097/54709/20102/20116/20104/67941/267019/20054/66475/54127/66481/20115/78655/56347/20088/20044/20103/76846/27370/16785/16898/26905/68135/20090/22186/73830/217869","FucoVsCtrl","Suppressed"
"R-MMU-72649","R-MMU-72649","Translation initiation complex formation",56,-0.65995781007435,-2.18670232583669,6.54580336849059e-08,2.33466986809498e-06,1.56690965623907e-06,2892,"tags=68%, list=23%, signal=52%","20085/67204/66235/75617/68052/13665/20055/13684/20068/66085/20091/67097/54709/20102/20116/20104/67941/267019/20054/66475/54127/66481/20115/78655/56347/20088/20044/20103/76846/27370/16785/16898/26905/68135/20090/22186/73830/18458","FucoVsCtrl","Suppressed"
"R-MMU-373760","R-MMU-373760","L1CAM interactions",53,-0.657259350124368,-2.15634910135196,1.12513554640814e-07,3.86966261139657e-06,2.59711738907744e-06,1330,"tags=51%, list=11%, signal=46%","20742/22143/13001/26413/26417/26396/227613/232910/73710/53857/16412/22146/16571/19353/20779/11461/11465/16399/11773/545486/53378/22142/22145/16416/22151/20739/11733","FucoVsCtrl","Suppressed"
"R-MMU-983169","R-MMU-983169","Class I MHC mediated antigen processing & presentation",300,-0.440758795035238,-1.66650789959799,3.34885738778176e-07,1.11205160842546e-05,7.46351519454809e-06,2605,"tags=31%, list=21%, signal=25%","26445/230903/12317/224170/211255/22320/19166/30839/12449/66313/20333/14827/23997/110379/19172/19182/103583/216150/117146/212919/19186/53323/30838/68497/20437/70348/13057/15040/77891/17999/230904/56228/66397/14897/12330/78541/22319/19173/21762/22036/22195/218215/209462/17533/16419/14129/103554/15039/94090/57296/68729/50873/26442/20619/56736/84585/207952/12010/69010/27061/66589/67138/22201/22186/67923/67845/22192/21402/69754/209200/67921/19185/228769/81018/56791/22193/65247/98766/22187/20334/71865/56371/67615/53380/19192/67673/217342/68612/22210/71538/22214/12491","FucoVsCtrl","Suppressed"
"R-MMU-8856688","R-MMU-8856688","Golgi-to-ER retrograde transport",109,-0.548846722274386,-1.95625934268249,3.59016859818028e-07,1.13161278040891e-05,7.59479966301655e-06,2501,"tags=45%, list=20%, signal=36%","67665/54160/71819/22143/67511/16568/20333/53598/68137/66676/68097/11840/56334/209737/66111/76308/229841/270192/228421/69654/11842/70218/12345/20932/19330/56455/16572/227613/76895/18783/108124/12121/16563/73710/108148/53857/22146/16571/100502766/66251/16551/19346/56447/545486/22142/22145/22151/11844/14423","FucoVsCtrl","Suppressed"
"R-MMU-2467813","R-MMU-2467813","Separation of Sister Chromatids",170,-0.495724603079257,-1.82412440894069,3.64278257452504e-07,1.13161278040891e-05,7.59479966301655e-06,3294,"tags=47%, list=27%, signal=35%","19184/107995/217232/19188/13427/52276/26931/18472/19387/26443/56150/26444/19175/66140/19170/78294/234865/52717/75786/69077/70385/19052/66156/19053/26445/20877/13589/19166/22143/23997/110379/19172/19182/66336/102920/68014/19186/68097/16319/229841/77891/228421/19173/21762/68549/56455/227613/26886/218914/103554/12236/52696/57296/16563/73710/26442/66442/53857/22146/60411/208628/22186/105988/66977/545486/22142/67629/22145/108000/22151/19185/228769/30939/12235/83815/22187/225849/53380/19192/68612","FucoVsCtrl","Suppressed"
"R-MMU-382551","R-MMU-382551","Transport of small molecules",425,-0.409268646029371,-1.56490778853235,4.98088879885798e-07,1.49893622290632e-05,1.00600846134829e-05,2322,"tags=27%, list=19%, signal=23%","11416/23997/117591/78339/65973/19172/19084/67963/14688/19182/11964/67547/16956/106957/19186/266690/100604/11518/68428/19298/76408/15450/12723/72027/68514/66397/21871/72621/27376/19173/11739/11980/56325/54411/11974/21762/54197/252972/100434/26905/214084/67819/235574/53869/11984/232910/18002/103554/53313/22063/317750/55963/216001/74552/57296/14628/14707/433926/22068/26442/20519/14697/66066/243634/18747/108052/14226/66144/17254/14319/11306/66753/12315/66290/19088/22186/269523/20527/30805/11732/11773/64008/22042/107566/69029/11972/14683/27411/11826/13830/74104/192663/21402/20528/13162/26357/19185/101488143/228769/22187/53380/19192/20539/72472/13829/209837/381290/14664/72401/18670/233280/19743/11519/20533/12349","FucoVsCtrl","Suppressed"
"R-MMU-2262752","R-MMU-2262752","Cellular responses to stress",397,-0.421503871214442,-1.61039656762896,6.51343704192057e-07,1.84483525628515e-05,1.23815800115766e-05,2754,"tags=31%, list=22%, signal=25%","77128/69077/83409/66156/12343/22627/66379/13665/26445/66508/66096/18453/217365/67665/50932/73834/19166/22143/17135/53598/56637/23997/17708/110379/19172/19182/17978/56702/50709/11964/26413/68576/19186/68097/17168/26417/22166/13057/112407/11652/23797/665113/77891/13627/110920/69654/14056/12867/15364/19173/54683/11974/12345/21762/26905/56551/56455/18477/227613/20463/11984/12448/68196/20655/20656/103554/11758/57296/73710/14870/26442/329679/53857/19645/12579/68441/12858/66144/22146/76650/18415/19646/59035/12460/14958/66290/22186/67923/56760/269523/110323/26397/12857/545486/22142/22145/11972/17992/52187/11757/21402/18412/22151/12868/19185/101488143/12017/228769/67443/23950/22187/14775/58233/56371/12861/53380/19192/67673/26462/12428/68612/66142/12359/21672/233016","FucoVsCtrl","Suppressed"
"R-MMU-8953897","R-MMU-8953897","Cellular responses to stimuli",397,-0.421503871214442,-1.61039656762896,6.51343704192057e-07,1.84483525628515e-05,1.23815800115766e-05,2754,"tags=31%, list=22%, signal=25%","77128/69077/83409/66156/12343/22627/66379/13665/26445/66508/66096/18453/217365/67665/50932/73834/19166/22143/17135/53598/56637/23997/17708/110379/19172/19182/17978/56702/50709/11964/26413/68576/19186/68097/17168/26417/22166/13057/112407/11652/23797/665113/77891/13627/110920/69654/14056/12867/15364/19173/54683/11974/12345/21762/26905/56551/56455/18477/227613/20463/11984/12448/68196/20655/20656/103554/11758/57296/73710/14870/26442/329679/53857/19645/12579/68441/12858/66144/22146/76650/18415/19646/59035/12460/14958/66290/22186/67923/56760/269523/110323/26397/12857/545486/22142/22145/11972/17992/52187/11757/21402/18412/22151/12868/19185/101488143/12017/228769/67443/23950/22187/14775/58233/56371/12861/53380/19192/67673/26462/12428/68612/66142/12359/21672/233016","FucoVsCtrl","Suppressed"
"R-MMU-1632852","R-MMU-1632852","Macroautophagy",113,-0.540287106374542,-1.93266148268385,7.56274082475474e-07,2.02303317062189e-05,1.35775522409339e-05,2732,"tags=44%, list=22%, signal=35%","83409/66734/245860/66508/66096/22143/13001/57320/223696/68953/17966/54636/66119/68576/66700/68097/72018/108079/19079/56455/227613/108097/22333/73710/50873/53857/68441/66169/22146/20779/57436/66589/22186/545486/22142/22145/75608/52187/56486/56208/18412/22151/67526/93739/67443/22187/74302/52639/68943/666468","FucoVsCtrl","Suppressed"
"R-MMU-9612973","R-MMU-9612973","Autophagy",113,-0.540287106374542,-1.93266148268385,7.56274082475474e-07,2.02303317062189e-05,1.35775522409339e-05,2732,"tags=44%, list=22%, signal=35%","83409/66734/245860/66508/66096/22143/13001/57320/223696/68953/17966/54636/66119/68576/66700/68097/72018/108079/19079/56455/227613/108097/22333/73710/50873/53857/68441/66169/22146/20779/57436/66589/22186/545486/22142/22145/75608/52187/56486/56208/18412/22151/67526/93739/67443/22187/74302/52639/68943/666468","FucoVsCtrl","Suppressed"
